flagged,frequency,predicted,date,running_avg
Vandebroek,1,1.0,2019-04-10,1.0
Vimditator,1,1.0,2019-04-10,1.0
Vliegher,1,1.0,2019-04-10,1.0
Whittaker,1,1.0,2019-04-10,0.7804878048780488
Winshell,1,1.0,2019-04-10,1.0
Wonderdoodle,1,1.0,2019-04-10,0.5
XFiles,1,1.0,2019-04-10,1.0
XLoader,1,1.0,2019-04-10,0.7142857142857143
Yuzu,1,1.0,2019-04-10,1.0
Zack,1,1.0,2019-04-10,0.7619047619047619
dSecure,1,1.0,2019-04-10,1.0
14061DigitalOcean,1,0.0,2019-04-10,0.0
Accidently,1,0.0,2019-04-10,0.0
AdBlocker,1,0.0,2019-04-10,0.25
Alan,1,0.0,2019-04-10,0.08695652173913042
Alice,1,0.0,2019-04-10,0.0
AndrEnsemble,1,0.0,2019-04-10,0.0
Angelo,1,0.0,2019-04-10,0.0
Apress,1,0.0,2019-04-10,0.0
Arxiv,1,0.0,2019-04-10,0.5
Atlassian,1,0.0,2019-04-10,0.0
Bagle,1,0.0,2019-04-10,0.0
BarracudaMSP,1,0.0,2019-04-10,0.0
Betty,1,0.0,2019-04-10,0.0
BitDam,1,0.0,2019-04-10,0.2
BizTip,1,0.0,2019-04-10,0.5
Blak,1,0.0,2019-04-10,0.0
Bobbit,1,0.0,2019-04-10,0.0
Booz,1,0.0,2019-04-10,0.03225806451612903
Breitinger,1,0.0,2019-04-10,0.0
Brian,1,0.0,2019-04-10,0.14285714285714285
Brody,1,0.0,2019-04-10,0.0
Bromley,1,0.0,2019-04-10,0.4615384615384616
Budorin,1,0.0,2019-04-10,0.0
BufferZone,1,0.0,2019-04-10,0.0
ByteCrusher,1,0.0,2019-04-10,0.0
CCBill,1,0.0,2019-04-10,0.0
CSOs,1,0.0,2019-04-10,0.0
CadreNET,1,0.0,2019-04-10,0.0
Carhart,1,0.0,2019-04-10,0.0
Carpe,1,0.0,2019-04-10,0.0
Carrow,1,0.0,2019-04-10,0.0
Cashflow,1,0.0,2019-04-10,0.29411764705882354
Catalin,1,0.0,2019-04-10,0.24390243902439024
ChannelFutures,1,0.0,2019-04-10,0.0
Charlie,1,0.0,2019-04-10,0.2307692307692308
Cheltenham,1,0.0,2019-04-10,0.0
Chidi,1,0.0,2019-04-10,0.0
Cindy,1,0.0,2019-04-10,0.052924791086350974
Clarke,1,0.0,2019-04-10,0.0
Cmts,1,0.0,2019-04-10,0.0
Conexa,1,0.0,2019-04-10,0.0
Coyle,1,0.0,2019-04-10,0.0
Criddle,1,0.0,2019-04-10,0.0
CrunchyRoll,1,0.0,2019-04-10,0.0
CyberEDGE,1,0.0,2019-04-10,0.0
CyberStart,1,0.0,2019-04-10,0.0
Cypherpath,1,0.0,2019-04-10,0.0
Danielle,1,0.0,2019-04-10,0.0
DeepLocker,1,0.0,2019-04-10,0.4
DefCon,1,0.0,2019-04-10,0.0
Defencebyte,1,0.0,2019-04-10,0.0
Dietl,1,0.0,2019-04-10,0.0
Dmitriy,1,0.0,2019-04-10,0.0
Dragos,1,0.0,2019-04-10,0.14285714285714285
ElasticSearch,1,0.0,2019-04-10,0.0
EventStream,1,0.0,2019-04-10,0.5
Exfiltrations,1,0.0,2019-04-10,0.0
Faaannnntastic,1,0.0,2019-04-10,0.0
Farsight,1,0.0,2019-04-10,0.0
Finserv,1,0.0,2019-04-10,0.0
Fireye,1,0.0,2019-04-10,0.0
Garmadon,1,0.0,2019-04-10,0.0
GetForecastSMS,1,0.0,2019-04-10,0.0
GhrHFR,1,0.0,2019-04-10,0.0
Glos,1,0.0,2019-04-10,0.0
GraceWire,1,0.0,2019-04-10,0.0
Gretel,1,0.0,2019-04-10,0.0
HNews,1,0.0,2019-04-10,0.3636363636363637
Hardwick,1,0.0,2019-04-10,0.0
Headsup,1,0.0,2019-04-10,0.0
HealthExecSnapshot,1,0.0,2019-04-10,0.0
Hearables,1,0.0,2019-04-10,0.0
Hizkiev,1,0.0,2019-04-10,0.0
Hola,1,0.0,2019-04-10,0.0
HowTo,1,0.0,2019-04-10,0.0
ILEAnet,1,0.0,2019-04-10,0.0
Imunify360,1,0.0,2019-04-10,0.2
IntelAssure,1,0.0,2019-04-10,0.5
Irene,1,0.0,2019-04-10,0.0
Jennifer,1,0.0,2019-04-10,0.3333333333333333
Kathy,1,0.0,2019-04-10,0.1176470588235294
Katie,1,0.0,2019-04-10,0.0
Keith,1,0.0,2019-04-10,0.0
Klash,1,0.0,2019-04-10,0.0
Kobach,1,0.0,2019-04-10,0.0
Kong,1,0.0,2019-04-10,0.075
Kournikova,1,0.0,2019-04-10,0.5
Kremez,1,0.0,2019-04-10,0.14285714285714285
Kyne,1,0.0,2019-04-10,0.0
Lavel,1,0.0,2019-04-10,0.0
Lawson,1,0.0,2019-04-10,0.0
Lenny,1,0.0,2019-04-10,0.2857142857142857
Lesley,1,0.0,2019-04-10,0.25
Letmeatit,1,0.0,2019-04-10,0.0
LocoMocoSec,1,0.0,2019-04-10,0.0
Longo,1,0.0,2019-04-10,0.0
Lordy,1,0.0,2019-04-10,0.0
Lorena,1,0.0,2019-04-10,0.0
Luis,1,0.0,2019-04-10,0.0
Macken,1,0.0,2019-04-10,0.2222222222222222
Malcare,1,0.0,2019-04-10,0.0
Mancave,1,0.0,2019-04-10,0.0
Mandiant,1,0.0,2019-04-10,0.16666666666666666
Manthorpe,1,0.0,2019-04-10,0.0
Maor,1,0.0,2019-04-10,0.0
Marie,1,0.0,2019-04-10,0.2307692307692308
Maslova,1,0.0,2019-04-10,0.0
Memcached,1,0.0,2019-04-10,0.0
Miguel,1,0.0,2019-04-10,0.0
Minix,1,0.0,2019-04-10,0.0
Moyer,1,0.0,2019-04-10,0.0
Mueller,1,0.0,2019-04-10,0.1925925925925926
NComputing,1,0.0,2019-04-10,0.0
Nachprufung,1,0.0,2019-04-10,0.0
NetCom,1,0.0,2019-04-10,0.0
NetNut,1,0.0,2019-04-10,0.0
Netsky,1,0.0,2019-04-10,0.0
Nexus4,1,0.0,2019-04-10,0.0
Noth,1,0.0,2019-04-10,0.0
OTPs,1,0.0,2019-04-10,0.5
Omri,1,0.0,2019-04-10,0.0
OpenDXL,1,0.0,2019-04-10,0.0
Orgs,1,0.0,2019-04-10,0.1111111111111111
Pagliano,1,0.0,2019-04-10,0.0
PhoneHack,1,0.0,2019-04-10,0.0
Pixel2,1,0.0,2019-04-10,0.0
Plugi,1,0.0,2019-04-10,0.0
Politicus,1,0.0,2019-04-10,0.0
PostgreSQL,1,0.0,2019-04-10,0.0
Preventers,1,0.0,2019-04-10,0.0
ProgramData,1,0.0,2019-04-10,0.0
Pwn20wnd,1,0.0,2019-04-10,0.0
Redstor,1,0.0,2019-04-10,0.07142857142857142
Renfrewshire,1,0.0,2019-04-10,0.0
RiskSec,1,0.0,2019-04-10,0.0
Rodney,1,0.0,2019-04-10,0.0
SSNs,1,0.0,2019-04-10,0.0
SafeSearch,1,0.0,2019-04-10,0.0
Santarcieri,1,0.0,2019-04-10,0.0
Schuman,1,0.0,2019-04-10,0.0
Secplicity,1,0.0,2019-04-10,0.0
Selly,1,0.0,2019-04-10,0.0
Sevices,1,0.0,2019-04-10,0.0
Sheesh,1,0.0,2019-04-10,0.0
ShellBrowserWindow,1,0.0,2019-04-10,0.0
Shodan,1,0.0,2019-04-10,0.12
SiliconANGLE,1,0.0,2019-04-10,0.061538461538461535
Skinnyman,1,0.0,2019-04-10,0.0
SoConnect,1,0.0,2019-04-10,0.0
Softworld,1,0.0,2019-04-10,0.0
SolarWinds,1,0.0,2019-04-10,0.0
Soteria,1,0.0,2019-04-10,0.05882352941176471
Staten,1,0.0,2019-04-10,0.0
StealthWorker,1,0.0,2019-04-10,0.40625
Steve,1,0.0,2019-04-10,0.15625
Surfas,1,0.0,2019-04-10,0.0
Sutter,1,0.0,2019-04-10,0.0
Swalwell,1,0.0,2019-04-10,0.0
TagDiv,1,0.0,2019-04-10,0.0
TdLT,1,0.0,2019-04-10,0.0
Techtron,1,0.0,2019-04-10,0.0
Theafth,1,0.0,2019-04-10,0.0
ThreatList,1,0.0,2019-04-10,0.05882352941176471
Txtxtx,1,0.0,2019-04-10,0.0
Ufuomas,1,0.0,2019-04-10,0.0
UltimateMember,1,0.0,2019-04-10,0.0
VerdictUK,1,0.0,2019-04-10,0.5
Vicxer,1,0.0,2019-04-10,0.0
Vitali,1,0.0,2019-04-10,0.0
Vlad,1,0.0,2019-04-10,0.0
VoodooShield,1,0.0,2019-04-10,0.0
WPEngine,1,0.0,2019-04-10,0.0
WaPo,1,0.0,2019-04-10,0.0
Windscribe,1,0.0,2019-04-10,0.0
Wordfenc,1,0.0,2019-04-10,0.0
YouTuber,1,0.0,2019-04-10,0.12903225806451613
Yuzo,1,0.0,2019-04-10,0.0
Zayn,1,0.0,2019-04-10,0.0
Zeltser,1,0.0,2019-04-10,0.5
Zheng,1,0.0,2019-04-10,0.0
ZtFnC,1,0.0,2019-04-10,0.0
appSecurity,1,0.0,2019-04-10,0.0
f7a3YrWqedUE1c4PVZ3NEshNhcp3Q,1,0.0,2019-04-10,0.0
mkYARA,1,0.0,2019-04-10,0.0
netFramework,1,0.0,2019-04-10,0.0
pcfG4Xlw5mwTYQDbgC9api1jZEiXIfnKOFUk5Gv1VSA,1,0.0,2019-04-10,0.0
pgHammer,1,0.0,2019-04-10,0.0
pngThe,1,0.0,2019-04-10,0.0
Hoplight,79,0.7215189873417721,2019-04-11,0.7924528301886793
Emotet,56,1.0,2019-04-11,1.0
TajMahal,47,1.0,2019-04-11,1.0
Trisis,25,1.0,2019-04-11,1.0
LockerGoga,18,1.0,2019-04-11,1.0
Ryuk,15,1.0,2019-04-11,1.0
Mirai,13,1.0,2019-04-11,1.0
CryptoPokemon,10,1.0,2019-04-11,1.0
WannaCry,9,1.0,2019-04-11,1.0
Necurs,8,1.0,2019-04-11,1.0
OceanLotus,8,1.0,2019-04-11,1.0
Stuxnet,8,1.0,2019-04-11,1.0
Reveton,5,1.0,2019-04-11,1.0
Cybergang,5,0.4,2019-04-11,0.5
Duqu,4,1.0,2019-04-11,1.0
Kraken,4,1.0,2019-04-11,1.0
Steg,4,0.5,2019-04-11,0.4827586206896552
CyberEDGE,4,0.0,2019-04-11,0.0
GandCrab,3,1.0,2019-04-11,1.0
Loda,3,1.0,2019-04-11,1.0
ShadowHammer,3,1.0,2019-04-11,1.0
Sophie,3,1.0,2019-04-11,1.0
TrickBot,3,1.0,2019-04-11,1.0
Vandebroek,3,1.0,2019-04-11,1.0
SneakyPastes,3,0.6666666666666666,2019-04-11,0.6
Decryptor,3,0.3333333333333333,2019-04-11,0.696165191740413
Marcus,3,0.3333333333333333,2019-04-11,0.18181818181818185
Trisys,3,0.3333333333333333,2019-04-11,0.3333333333333333
Gretel,3,0.0,2019-04-11,0.0
Kamluk,3,0.0,2019-04-11,0.0
SiliconANGLE,3,0.0,2019-04-11,0.05882352941176471
Vitaly,3,0.0,2019-04-11,0.0
Wong,3,0.0,2019-04-11,0.0
Aaaaa,2,1.0,2019-04-11,1.0
Anatova,2,1.0,2019-04-11,0.7230769230769231
BasBanke,2,1.0,2019-04-11,1.0
Bolik,2,1.0,2019-04-11,1.0
Dridex,2,1.0,2019-04-11,1.0
Khaleesi,2,1.0,2019-04-11,1.0
Klez,2,1.0,2019-04-11,1.0
Linksys,2,1.0,2019-04-11,0.75
MuddyWater,2,1.0,2019-04-11,1.0
Thuuu,2,1.0,2019-04-11,1.0
Trickbot,2,1.0,2019-04-11,1.0
Triconex,2,1.0,2019-04-11,0.5
Virut,2,1.0,2019-04-11,1.0
Wakka,2,1.0,2019-04-11,1.0
WindTail,2,1.0,2019-04-11,1.0
Chung,2,0.5,2019-04-11,0.3684210526315789
Gustaff,2,0.5,2019-04-11,0.5
Letchworth,2,0.5,2019-04-11,0.5
Robbinhood,2,0.5,2019-04-11,0.5
Stalkerware,2,0.5,2019-04-11,0.05
WinAPIs,2,0.5,2019-04-11,0.5
2ahUKEwihxc2utcjhAhWBITQIHcisD,2,0.0,2019-04-11,0.0
AOvVaw39qwvzEbcOhHecPWWpvy9T,2,0.0,2019-04-11,0.0
Brock,2,0.0,2019-04-11,0.0
CadreNET,2,0.0,2019-04-11,0.0
Coopre,2,0.0,2019-04-11,0.0
Cryptominer,2,0.0,2019-04-11,0.4545454545454545
Diego,2,0.0,2019-04-11,0.5514018691588785
Firefox,2,0.0,2019-04-11,0.2549019607843137
Galperin,2,0.0,2019-04-11,0.10714285714285714
Grindewald,2,0.0,2019-04-11,0.0
Jeff,2,0.0,2019-04-11,0.18604651162790686
Kathy,2,0.0,2019-04-11,0.10526315789473684
LocoMocoSec,2,0.0,2019-04-11,0.0
Mancave,2,0.0,2019-04-11,0.0
Miguel,2,0.0,2019-04-11,0.0
Mozilla,2,0.0,2019-04-11,0.3559322033898305
Naver,2,0.0,2019-04-11,0.0
Norks,2,0.0,2019-04-11,0.9384615384615383
Optiv,2,0.0,2019-04-11,0.0
POSTpe80,2,0.0,2019-04-11,0.0
Staten,2,0.0,2019-04-11,0.0
sQxLwDMB16BAgLEAs,2,0.0,2019-04-11,0.0
AZORult,1,1.0,2019-04-11,1.0
Agentor,1,1.0,2019-04-11,1.0
Alperovitch,1,1.0,2019-04-11,1.0
Andy,1,1.0,2019-04-11,0.14285714285714285
Artemide,1,1.0,2019-04-11,1.0
Ataker,1,1.0,2019-04-11,1.0
Azorult,1,1.0,2019-04-11,1.0
BehavesLike,1,1.0,2019-04-11,1.0
Bitly,1,1.0,2019-04-11,0.5
Borgin,1,1.0,2019-04-11,1.0
BotSinLey,1,1.0,2019-04-11,1.0
Bronav,1,1.0,2019-04-11,1.0
CarefulCents,1,1.0,2019-04-11,1.0
Citrix,1,1.0,2019-04-11,0.35
Councilmembers,1,1.0,2019-04-11,1.0
Cyberespionage,1,1.0,2019-04-11,1.0
DevSecOps,1,1.0,2019-04-11,0.2
Didnt,1,1.0,2019-04-11,0.16666666666666666
Dobar,1,1.0,2019-04-11,1.0
Domimail,1,1.0,2019-04-11,1.0
Dragos,1,1.0,2019-04-11,0.25
Fareit,1,1.0,2019-04-11,1.0
Ferguson,1,1.0,2019-04-11,0.4
FormBook,1,1.0,2019-04-11,1.0
Formjacking,1,1.0,2019-04-11,0.21940928270042195
Gandcrab,1,1.0,2019-04-11,1.0
GarrantyDecrypt,1,1.0,2019-04-11,1.0
Goodkin,1,1.0,2019-04-11,1.0
Gootkit,1,1.0,2019-04-11,1.0
Gorloted,1,1.0,2019-04-11,1.0
Hahah,1,1.0,2019-04-11,0.4
Hashtags,1,1.0,2019-04-11,0.6666666666666666
Holon,1,1.0,2019-04-11,1.0
Hookads,1,1.0,2019-04-11,1.0
ITworld,1,1.0,2019-04-11,0.42857142857142855
IcedID,1,1.0,2019-04-11,1.0
InCyberDefense,1,1.0,2019-04-11,1.0
Jagex,1,1.0,2019-04-11,0.6666666666666666
JldJC9z1554978306286,1,1.0,2019-04-11,1.0
Juseyo,1,1.0,2019-04-11,1.0
Kate,1,1.0,2019-04-11,0.5
LanScope,1,1.0,2019-04-11,0.16666666666666666
Langolier,1,1.0,2019-04-11,1.0
Liero,1,1.0,2019-04-11,1.0
Mimecast,1,1.0,2019-04-11,0.07142857142857142
MobSF,1,1.0,2019-04-11,1.0
Multilate,1,1.0,2019-04-11,1.0
Nowland,1,1.0,2019-04-11,1.0
Nymaim,1,1.0,2019-04-11,1.0
Nymeria,1,1.0,2019-04-11,0.6666666666666666
Pacman,1,1.0,2019-04-11,1.0
Paliz,1,1.0,2019-04-11,1.0
Palo,1,1.0,2019-04-11,0.6163793103448276
Paulo,1,1.0,2019-04-11,0.3333333333333333
Pereira,1,1.0,2019-04-11,0.5
Polic,1,1.0,2019-04-11,1.0
QNhk5T81554988803888,1,1.0,2019-04-11,1.0
Qbot,1,1.0,2019-04-11,0.9
Remoteadmin,1,1.0,2019-04-11,1.0
Rietspoof,1,1.0,2019-04-11,0.8571428571428571
RoomDestroyer,1,1.0,2019-04-11,1.0
Santander,1,1.0,2019-04-11,0.6666666666666666
Saphos,1,1.0,2019-04-11,1.0
Scenesters,1,1.0,2019-04-11,1.0
Schneider,1,1.0,2019-04-11,0.3
ServHelper,1,1.0,2019-04-11,1.0
Spartacus,1,1.0,2019-04-11,1.0
SystemF5X9,1,1.0,2019-04-11,1.0
Talpiot,1,1.0,2019-04-11,1.0
TravelWireNews,1,1.0,2019-04-11,1.0
TrickerBot,1,1.0,2019-04-11,1.0
UConn,1,1.0,2019-04-11,0.25
Ursnif,1,1.0,2019-04-11,1.0
Wannacrypt,1,1.0,2019-04-11,1.0
Wikidepia,1,1.0,2019-04-11,1.0
Wmiapsvr,1,1.0,2019-04-11,1.0
Zappos,1,1.0,2019-04-11,0.6666666666666666
bhvI4lm1555017903106,1,1.0,2019-04-11,1.0
eForensics,1,1.0,2019-04-11,0.6666666666666666
2P6ezBl,1,0.0,2019-04-11,0.0
ABNewswire,1,0.0,2019-04-11,0.0
ASNs,1,0.0,2019-04-11,0.0
Accidently,1,0.0,2019-04-11,0.0
Agari,1,0.0,2019-04-11,0.0
Airbnb,1,0.0,2019-04-11,0.0
Amitabh,1,0.0,2019-04-11,0.0
Angelo,1,0.0,2019-04-11,0.0
Auspol,1,0.0,2019-04-11,0.0
Autorun,1,0.0,2019-04-11,0.3333333333333333
Autoruns,1,0.0,2019-04-11,0.0
Bachchan,1,0.0,2019-04-11,0.0
Barry,1,0.0,2019-04-11,0.0
Betty,1,0.0,2019-04-11,0.0
Bindy,1,0.0,2019-04-11,0.0
BioCatch,1,0.0,2019-04-11,0.0
BitPay,1,0.0,2019-04-11,0.00847457627118644
Blueliv,1,0.0,2019-04-11,0.2307692307692308
Bondad,1,0.0,2019-04-11,0.0
Buzzfeed,1,0.0,2019-04-11,0.0
Carbonite,1,0.0,2019-04-11,0.0
Casillas,1,0.0,2019-04-11,0.0
Catalin,1,0.0,2019-04-11,0.2380952380952381
Cela,1,0.0,2019-04-11,0.0
Chidi,1,0.0,2019-04-11,0.0
Chome,1,0.0,2019-04-11,0.5
Clarke,1,0.0,2019-04-11,0.0
CleanDroid,1,0.0,2019-04-11,0.0
Cohesity,1,0.0,2019-04-11,0.2155172413793104
Coinbase,1,0.0,2019-04-11,0.0189873417721519
Colin,1,0.0,2019-04-11,0.14285714285714285
DRaaS,1,0.0,2019-04-11,0.09090909090909093
Danielle,1,0.0,2019-04-11,0.0
Darbyshire,1,0.0,2019-04-11,0.0
Dave,1,0.0,2019-04-11,0.34375
Dawg,1,0.0,2019-04-11,0.0
Dimon,1,0.0,2019-04-11,0.0
Doug,1,0.0,2019-04-11,0.0
Eeek,1,0.0,2019-04-11,0.0
Elliot,1,0.0,2019-04-11,0.1
Elsberg,1,0.0,2019-04-11,0.0
Emmm,1,0.0,2019-04-11,0.0
Ewwwwwwwwww,1,0.0,2019-04-11,0.0
Exton,1,0.0,2019-04-11,0.0
Feilner,1,0.0,2019-04-11,0.0
Fintech,1,0.0,2019-04-11,0.06140350877192983
Florian,1,0.0,2019-04-11,0.0
Foreniscator,1,0.0,2019-04-11,0.0
Forever2008,1,0.0,2019-04-11,0.0
Forex,1,0.0,2019-04-11,0.0
Frediesta,1,0.0,2019-04-11,0.0
Garyjdavis,1,0.0,2019-04-11,0.0
Gerald,1,0.0,2019-04-11,0.0
Gizmodo,1,0.0,2019-04-11,0.2307692307692308
Gordon,1,0.0,2019-04-11,0.4545454545454545
Guadagno,1,0.0,2019-04-11,0.0
HackRead,1,0.0,2019-04-11,0.2857142857142857
Hardwick,1,0.0,2019-04-11,0.0
HeroRat,1,0.0,2019-04-11,0.0
Honeywell,1,0.0,2019-04-11,0.3333333333333333
Hrrngh,1,0.0,2019-04-11,0.0
InTheCyber,1,0.0,2019-04-11,0.0
Incongito,1,0.0,2019-04-11,0.0
Influencers,1,0.0,2019-04-11,0.0
InfosecurityMag,1,0.0,2019-04-11,0.0
Ivoire,1,0.0,2019-04-11,0.0
JA3s,1,0.0,2019-04-11,0.0
Jailbroken,1,0.0,2019-04-11,0.0
Jamie,1,0.0,2019-04-11,0.0
Jeffrey,1,0.0,2019-04-11,0.2
Jose,1,0.0,2019-04-11,0.0
Karim,1,0.0,2019-04-11,0.0
Katie,1,0.0,2019-04-11,0.0
Kettlesing,1,0.0,2019-04-11,0.0
Kormorant,1,0.0,2019-04-11,0.0
Kristina,1,0.0,2019-04-11,0.0
Lavel,1,0.0,2019-04-11,0.0
Lawson,1,0.0,2019-04-11,0.0
Lenovo,1,0.0,2019-04-11,0.19230769230769232
Logless,1,0.0,2019-04-11,0.0
Lolz,1,0.0,2019-04-11,0.25
Longo,1,0.0,2019-04-11,0.0
Luckystrike,1,0.0,2019-04-11,0.0
LukeP,1,0.0,2019-04-11,0.0
Macaffe,1,0.0,2019-04-11,0.0
Mahal,1,0.0,2019-04-11,0.5
Mahe,1,0.0,2019-04-11,0.0
Markus,1,0.0,2019-04-11,0.0
McConnell,1,0.0,2019-04-11,0.2857142857142857
MedCrypt,1,0.0,2019-04-11,0.0
Meer,1,0.0,2019-04-11,0.0
Millennials,1,0.0,2019-04-11,0.0
Mogilivech,1,0.0,2019-04-11,0.0
Mueller,1,0.0,2019-04-11,0.19117647058823528
Nachprufung,1,0.0,2019-04-11,0.0
Norton,1,0.0,2019-04-11,0.1011904761904762
Okash,1,0.0,2019-04-11,0.0
Olenick,1,0.0,2019-04-11,0.0
OpenDXL,1,0.0,2019-04-11,0.0
Opesa,1,0.0,2019-04-11,0.0
Pilcher,1,0.0,2019-04-11,0.0
ProcMon,1,0.0,2019-04-11,0.0
RansomFree,1,0.0,2019-04-11,0.0
Retweets,1,0.0,2019-04-11,0.0
ReversingLabs,1,0.0,2019-04-11,0.3469387755102041
Richard,1,0.0,2019-04-11,0.17647058823529413
RiskSec,1,0.0,2019-04-11,0.0
RonDoids,1,0.0,2019-04-11,0.0
SRCrew,1,0.0,2019-04-11,0.0
Schulte,1,0.0,2019-04-11,0.0
Secu,1,0.0,2019-04-11,0.0
Semion,1,0.0,2019-04-11,0.0
Seng,1,0.0,2019-04-11,0.0
Serebii,1,0.0,2019-04-11,0.0
Shellcode,1,0.0,2019-04-11,0.3181818181818182
Shellshock,1,0.0,2019-04-11,0.3333333333333333
SimBad,1,0.0,2019-04-11,0.4568527918781726
SingleFile,1,0.0,2019-04-11,0.25
Sonos,1,0.0,2019-04-11,0.0
Sony,1,0.0,2019-04-11,0.4545454545454545
SophosLabs,1,0.0,2019-04-11,0.375
SpiCall,1,0.0,2019-04-11,0.0
SpringerBriefs,1,0.0,2019-04-11,0.0
Stan,1,0.0,2019-04-11,0.0
StartupPro,1,0.0,2019-04-11,0.0
SynergyIT,1,0.0,2019-04-11,0.0
System32,1,0.0,2019-04-11,0.0
SystemCare,1,0.0,2019-04-11,0.0
TagDiv,1,0.0,2019-04-11,0.0
Taskkill,1,0.0,2019-04-11,0.0
TenIntelligence,1,0.0,2019-04-11,0.0
Turkmenistani,1,0.0,2019-04-11,0.5
URLhaus,1,0.0,2019-04-11,0.375
UltimateMember,1,0.0,2019-04-11,0.0
Uniden,1,0.0,2019-04-11,0.0
Vereign,1,0.0,2019-04-11,0.0
Virtualisation,1,0.0,2019-04-11,0.0
Walthamstow,1,0.0,2019-04-11,0.0
Wardlaw,1,0.0,2019-04-11,0.0
Weng,1,0.0,2019-04-11,0.0
Yubikey,1,0.0,2019-04-11,0.0
Yuzo,1,0.0,2019-04-11,0.0
arXiv,1,0.0,2019-04-11,0.4444444444444444
bnOXa,1,0.0,2019-04-11,0.0
netFramework,1,0.0,2019-04-11,0.0
uTorrent,1,0.0,2019-04-11,0.2222222222222222
Bayrob,103,0.27184466019417475,2019-04-12,0.27184466019417475
Emotet,78,1.0,2019-04-12,1.0
EternalBlue,47,1.0,2019-04-12,1.0
TajMahal,35,1.0,2019-04-12,1.0
CryptoPokemon,26,1.0,2019-04-12,1.0
Mimikatz,23,1.0,2019-04-12,1.0
Cryptominer,21,1.0,2019-04-12,0.8125
Hoplight,19,0.631578947368421,2019-04-12,0.768
Reveton,15,1.0,2019-04-12,1.0
TrickBot,13,1.0,2019-04-12,1.0
Stuxnet,10,1.0,2019-04-12,1.0
OceanLotus,9,1.0,2019-04-12,1.0
LockerGoga,8,1.0,2019-04-12,1.0
Trisis,8,1.0,2019-04-12,1.0
AlertCon,8,0.0,2019-04-12,0.0
Cindy,8,0.0,2019-04-12,0.051771117166212535
Mirai,7,1.0,2019-04-12,1.0
WannaCry,7,1.0,2019-04-12,1.0
Schneier,7,0.8571428571428571,2019-04-12,0.2608695652173913
Anatova,5,1.0,2019-04-12,0.7254237288135593
mXtract,5,1.0,2019-04-12,0.5
Anscombe,5,0.0,2019-04-12,0.0
CandyMan,5,0.0,2019-04-12,0.0
Steg,4,0.5,2019-04-12,0.4835164835164835
Eric,4,0.25,2019-04-12,0.1176470588235294
Bogdan,4,0.0,2019-04-12,0.06666666666666668
Sophie,3,1.0,2019-04-12,1.0
Vandebroek,3,1.0,2019-04-12,1.0
Doug,3,0.3333333333333333,2019-04-12,0.125
Akari,3,0.0,2019-04-12,0.0
LocoMocoSec,3,0.0,2019-04-12,0.0
Miclaus,3,0.0,2019-04-12,0.0
Naver,3,0.0,2019-04-12,0.0
Nicolescu,3,0.0,2019-04-12,0.0
PamMcKim,3,0.0,2019-04-12,0.0
PaymentsSource,3,0.0,2019-04-12,0.0
Radu,3,0.0,2019-04-12,0.0
Uniden,3,0.0,2019-04-12,0.0
Analizando,2,1.0,2019-04-12,1.0
Bolik,2,1.0,2019-04-12,1.0
CCleaner,2,1.0,2019-04-12,1.0
DNSUnlocker,2,1.0,2019-04-12,1.0
GandCrab,2,1.0,2019-04-12,1.0
HatMan,2,1.0,2019-04-12,1.0
MaMi,2,1.0,2019-04-12,1.0
Petya,2,1.0,2019-04-12,1.0
RobbinHood,2,1.0,2019-04-12,1.0
Chung,2,0.5,2019-04-12,0.3809523809523809
Decryptor,2,0.5,2019-04-12,0.6950146627565983
Formjacking,2,0.5,2019-04-12,0.2217573221757322
Jedi,2,0.5,2019-04-12,0.5
Kong,2,0.5,2019-04-12,0.08536585365853659
Marcus,2,0.5,2019-04-12,0.2
Mert,2,0.5,2019-04-12,0.5
SafeBreach,2,0.5,2019-04-12,0.25
Authedmine,2,0.0,2019-04-12,0.0
BotnetTwo,2,0.0,2019-04-12,0.0
Donald,2,0.0,2019-04-12,0.06093189964157706
InfectionAds,2,0.0,2019-04-12,0.0
Jullian,2,0.0,2019-04-12,0.0
Lavel,2,0.0,2019-04-12,0.0
LiveTcpUdpWatch,2,0.0,2019-04-12,0.0
Pokemon,2,0.0,2019-04-12,0.02985074626865672
Redstor,2,0.0,2019-04-12,0.0625
SiliconANGLE,2,0.0,2019-04-12,0.057142857142857134
Spamhaus,2,0.0,2019-04-12,0.3333333333333333
Yuzo,2,0.0,2019-04-12,0.0
mouseClicks,2,0.0,2019-04-12,0.0
5oHo7Pl1555105503165,1,1.0,2019-04-12,1.0
Adack,1,1.0,2019-04-12,1.0
Alex,1,1.0,2019-04-12,0.2692307692307692
Andriod,1,1.0,2019-04-12,0.75
Andromedan,1,1.0,2019-04-12,1.0
Antstream,1,1.0,2019-04-12,1.0
App3175b9cd,1,1.0,2019-04-12,1.0
Ass14,1,1.0,2019-04-12,1.0
AstraZeneca,1,1.0,2019-04-12,1.0
AutoClose,1,1.0,2019-04-12,1.0
AvVendors,1,1.0,2019-04-12,1.0
Aviv,1,1.0,2019-04-12,0.4
BasBanke,1,1.0,2019-04-12,1.0
Bashlight,1,1.0,2019-04-12,1.0
Bashlite,1,1.0,2019-04-12,1.0
Bladabindi,1,1.0,2019-04-12,1.0
