flagged,frequency,predicted,date,running_avg
WannaCry,2,1.0,2018-12-28,1.0
Alexa,2,0.0,2018-12-28,0.0
AMCleanerCA,1,1.0,2018-12-28,1.0
JungleSec,1,1.0,2018-12-28,1.0
Shamoon,1,1.0,2018-12-28,1.0
TCFake,1,1.0,2018-12-28,1.0
Trickbot,1,1.0,2018-12-28,1.0
VPNFilter,1,1.0,2018-12-28,1.0
Borg,1,0.0,2018-12-28,0.0
Gostei,1,0.0,2018-12-28,0.0
IoTSecurity,1,0.0,2018-12-28,0.0
KEYone,1,0.0,2018-12-28,0.0
Mancave,1,0.0,2018-12-28,0.0
Miguel,1,0.0,2018-12-28,0.0
TechTalks,1,0.0,2018-12-28,0.0
WannaCry,11,1.0,2018-12-29,1.0
Diego,11,0.5454545454545454,2018-12-29,0.5454545454545454
Shamoon,10,1.0,2018-12-29,1.0
Emotet,5,1.0,2018-12-29,1.0
Fruitfly,5,1.0,2018-12-29,1.0
JungleSec,5,1.0,2018-12-29,1.0
Forbes,5,0.0,2018-12-29,0.0
Loaris,4,1.0,2018-12-29,1.0
SamSam,4,1.0,2018-12-29,1.0
AppEsteem,4,0.25,2018-12-29,0.25
Sony,4,0.25,2018-12-29,0.25
Fileless,3,1.0,2018-12-29,1.0
Meterpreter,3,1.0,2018-12-29,1.0
NotPetya,3,1.0,2018-12-29,1.0
Denuvo,3,0.3333333333333333,2018-12-29,0.3333333333333333
Alexa,3,0.0,2018-12-29,0.0
CenturyLink,3,0.0,2018-12-29,0.0
SunTrust,3,0.0,2018-12-29,0.0
CCleaner,2,1.0,2018-12-29,1.0
Mirai,2,1.0,2018-12-29,1.0
ThreatList,2,1.0,2018-12-29,1.0
10News,2,0.5,2018-12-29,0.5
Hana,2,0.5,2018-12-29,0.5
ComputerWorld,2,0.0,2018-12-29,0.0
Donald,2,0.0,2018-12-29,0.0
DreamPort,2,0.0,2018-12-29,0.0
Farbar,2,0.0,2018-12-29,0.0
GrassDew,2,0.0,2018-12-29,0.0
HackersDude,2,0.0,2018-12-29,0.0
Jodi,2,0.0,2018-12-29,0.0
Nana,2,0.0,2018-12-29,0.0
Prestashop,2,0.0,2018-12-29,0.0
Seedworm,2,0.0,2018-12-29,0.0
Addabi,1,1.0,2018-12-29,1.0
Anarklik,1,1.0,2018-12-29,1.0
Arkei,1,1.0,2018-12-29,1.0
Bita,1,1.0,2018-12-29,1.0
BleepinComputer,1,1.0,2018-12-29,1.0
Chatfuk,1,1.0,2018-12-29,1.0
Crazz,1,1.0,2018-12-29,1.0
Crinkler,1,1.0,2018-12-29,1.0
Cryptominer,1,1.0,2018-12-29,1.0
Cryptor,1,1.0,2018-12-29,1.0
Delan,1,1.0,2018-12-29,1.0
Fisher85M,1,1.0,2018-12-29,1.0
GandCrab,1,1.0,2018-12-29,1.0
Gaster,1,1.0,2018-12-29,1.0
GetUserDefaultLangID,1,1.0,2018-12-29,1.0
Hacktool,1,1.0,2018-12-29,1.0
Hancitor,1,1.0,2018-12-29,1.0
Hotmailhack,1,1.0,2018-12-29,1.0
Jaku,1,1.0,2018-12-29,1.0
Kraken,1,1.0,2018-12-29,1.0
KraussMaffei,1,1.0,2018-12-29,1.0
MSNError,1,1.0,2018-12-29,1.0
Musil,1,1.0,2018-12-29,1.0
Nestea,1,1.0,2018-12-29,1.0
NewLive,1,1.0,2018-12-29,1.0
Regin,1,1.0,2018-12-29,1.0
RiskTool,1,1.0,2018-12-29,1.0
Sikorski,1,1.0,2018-12-29,1.0
Simplelocker,1,1.0,2018-12-29,1.0
Spora,1,1.0,2018-12-29,1.0
Steven,1,1.0,2018-12-29,1.0
StockaWiki,1,1.0,2018-12-29,1.0
Stoof,1,1.0,2018-12-29,1.0
Swood,1,1.0,2018-12-29,1.0
TGun,1,1.0,2018-12-29,1.0
TechSpotWannaCry,1,1.0,2018-12-29,1.0
Th0r,1,1.0,2018-12-29,1.0
TomTom,1,1.0,2018-12-29,1.0
Troldesh,1,1.0,2018-12-29,1.0
VACv2,1,1.0,2018-12-29,1.0
VChip,1,1.0,2018-12-29,1.0
VPNFilter,1,1.0,2018-12-29,1.0
Wanacry,1,1.0,2018-12-29,1.0
WannaMine,1,1.0,2018-12-29,1.0
Wannacry,1,1.0,2018-12-29,1.0
Zegost,1,1.0,2018-12-29,1.0
defXP,1,1.0,2018-12-29,1.0
ACRs,1,0.0,2018-12-29,0.0
Alicia,1,0.0,2018-12-29,0.0
Bama,1,0.0,2018-12-29,0.0
Bandersnach,1,0.0,2018-12-29,0.0
Bhai,1,0.0,2018-12-29,0.0
Boundries,1,0.0,2018-12-29,0.0
Buhtrap,1,0.0,2018-12-29,0.0
CNNs,1,0.0,2018-12-29,0.0
CheckSafeMode,1,0.0,2018-12-29,0.0
Checkmarx,1,0.0,2018-12-29,0.0
Coinpedia,1,0.0,2018-12-29,0.0
CompatTelRunner,1,0.0,2018-12-29,0.0
ConEdison,1,0.0,2018-12-29,0.0
CryptoVirus,1,0.0,2018-12-29,0.0
Cryptocoin,1,0.0,2018-12-29,0.0
Cryptojackpotting,1,0.0,2018-12-29,0.0
DeepLocker,1,0.0,2018-12-29,0.0
Deepfakes,1,0.0,2018-12-29,0.0
Deobfuscation,1,0.0,2018-12-29,0.0
DeviantART,1,0.0,2018-12-29,0.0
Dutton,1,0.0,2018-12-29,0.0
EmailPersonal,1,0.0,2018-12-29,0.0
Equifax,1,0.0,2018-12-29,0.0
Faedevour,1,0.0,2018-12-29,0.0
Fruitfly2,1,0.0,2018-12-29,0.0
Gada,1,0.0,2018-12-29,0.0
Garmin,1,0.0,2018-12-29,0.0
Gerard,1,0.0,2018-12-29,0.0
Guardzilla,1,0.0,2018-12-29,0.0
Honig,1,0.0,2018-12-29,0.0
Igaloid,1,0.0,2018-12-29,0.0
Incestual,1,0.0,2018-12-29,0.0
IntelliStore,1,0.0,2018-12-29,0.0
IoBooster,1,0.0,2018-12-29,0.0
Kong,1,0.0,2018-12-29,0.0
Kurtzman,1,0.0,2018-12-29,0.0
Leakware,1,0.0,2018-12-29,0.0
Lenovo,1,0.0,2018-12-29,0.0
Lexi,1,0.0,2018-12-29,0.0
Mancave,1,0.0,2018-12-29,0.0
Miguel,1,0.0,2018-12-29,0.0
MotherEffing,1,0.0,2018-12-29,0.0
MultiScanner,1,0.0,2018-12-29,0.0
N00bs,1,0.0,2018-12-29,0.0
NETworkManager,1,0.0,2018-12-29,0.0
NordVPN,1,0.0,2018-12-29,0.0
Novidade,1,0.0,2018-12-29,0.0
Osquery,1,0.0,2018-12-29,0.0
Peele,1,0.0,2018-12-29,0.0
Phishes,1,0.0,2018-12-29,0.0
QuimItchin,1,0.0,2018-12-29,0.0
RMweb,1,0.0,2018-12-29,0.0
RWNJs,1,0.0,2018-12-29,0.0
Rigaki,1,0.0,2018-12-29,0.0
Scammy,1,0.0,2018-12-29,0.0
Secplicity,1,0.0,2018-12-29,0.0
SlideShare,1,0.0,2018-12-29,0.0
Solutionz,1,0.0,2018-12-29,0.0
Squarespace,1,0.0,2018-12-29,0.0
Stefan,1,0.0,2018-12-29,0.0
StrongPity,1,0.0,2018-12-29,0.0
TPub,1,0.0,2018-12-29,0.0
TechSpot,1,0.0,2018-12-29,0.0
TechTalks,1,0.0,2018-12-29,0.0
ThreatCloud,1,0.0,2018-12-29,0.0
ThunderDNS,1,0.0,2018-12-29,0.0
TouchID,1,0.0,2018-12-29,0.0
Trezor,1,0.0,2018-12-29,0.0
UnHackMe,1,0.0,2018-12-29,0.0
Upto,1,0.0,2018-12-29,0.0
Xara,1,0.0,2018-12-29,0.0
Yaneza,1,0.0,2018-12-29,0.0
firewallFree,1,0.0,2018-12-29,0.0
unclassedThis,1,0.0,2018-12-29,0.0
Ryuk,72,1.0,2018-12-30,1.0
Diego,27,0.4814814814814815,2018-12-30,0.5
JungleSec,12,1.0,2018-12-30,1.0
Petya,5,1.0,2018-12-30,1.0
WannaCry,5,1.0,2018-12-30,1.0
Fileless,4,1.0,2018-12-30,1.0
Mirai,4,1.0,2018-12-30,1.0
Shamoon,4,1.0,2018-12-30,1.0
NoPetya,4,0.75,2018-12-30,0.75
Barboza,4,0.25,2018-12-30,0.25
GandCrab,3,1.0,2018-12-30,1.0
NotPetya,3,1.0,2018-12-30,1.0
Th0r,3,1.0,2018-12-30,1.0
Guccifer,3,0.6666666666666666,2018-12-30,0.6666666666666666
Vogel,3,0.6666666666666666,2018-12-30,0.6666666666666666
CiscoSecurity,3,0.0,2018-12-30,0.0
Druck,3,0.0,2018-12-30,0.0
LifeBridge,3,0.0,2018-12-30,0.0
Osquery,3,0.0,2018-12-30,0.0
Richard,3,0.0,2018-12-30,0.0
Alpert,2,1.0,2018-12-30,1.0
BadUSB,2,1.0,2018-12-30,1.0
Cerber,2,1.0,2018-12-30,1.0
Cymon,2,1.0,2018-12-30,1.0
Emily,2,1.0,2018-12-30,1.0
Getty,2,1.0,2018-12-30,1.0
Katyusha,2,1.0,2018-12-30,1.0
Nintendo,2,1.0,2018-12-30,1.0
SamSam,2,1.0,2018-12-30,1.0
Winja,2,1.0,2018-12-30,1.0
Zegost,2,1.0,2018-12-30,1.0
CenturyLink,2,0.5,2018-12-30,0.2
Sony,2,0.5,2018-12-30,0.3333333333333333
Spetsnaz,2,0.5,2018-12-30,0.5
Alexa,2,0.0,2018-12-30,0.0
Bueller,2,0.0,2018-12-30,0.0
Courant,2,0.0,2018-12-30,0.0
Dixon,2,0.0,2018-12-30,0.0
DreamPort,2,0.0,2018-12-30,0.0
MEGAsync,2,0.0,2018-12-30,0.0
Mancave,2,0.0,2018-12-30,0.0
McNew,2,0.0,2018-12-30,0.0
Miguel,2,0.0,2018-12-30,0.0
SystemCare,2,0.0,2018-12-30,0.0
Ventura,2,0.0,2018-12-30,0.0
XBash,2,0.0,2018-12-30,0.0
iTnews,2,0.0,2018-12-30,0.0
AIso,1,1.0,2018-12-30,1.0
BevMo,1,1.0,2018-12-30,1.0
BlueRain,1,1.0,2018-12-30,1.0
Boeing,1,1.0,2018-12-30,1.0
BoingBoing,1,1.0,2018-12-30,1.0
Brosec,1,1.0,2018-12-30,1.0
Casey,1,1.0,2018-12-30,1.0
Centurylink,1,1.0,2018-12-30,1.0
Chris,1,1.0,2018-12-30,1.0
Cnet,1,1.0,2018-12-30,1.0
Cockblocker,1,1.0,2018-12-30,1.0
Corax,1,1.0,2018-12-30,1.0
CryptExportKey,1,1.0,2018-12-30,1.0
DNSMessenger,1,1.0,2018-12-30,1.0
Decryptors,1,1.0,2018-12-30,1.0
DeepLocker,1,1.0,2018-12-30,0.5
Delan,1,1.0,2018-12-30,1.0
Dixons,1,1.0,2018-12-30,1.0
Encabezado,1,1.0,2018-12-30,1.0
Euronews,1,1.0,2018-12-30,1.0
Evarist,1,1.0,2018-12-30,1.0
Forbes,1,1.0,2018-12-30,0.16666666666666666
Garena,1,1.0,2018-12-30,1.0
Hacktool,1,1.0,2018-12-30,1.0
Hmmm,1,1.0,2018-12-30,1.0
HotHardware,1,1.0,2018-12-30,1.0
Jumla,1,1.0,2018-12-30,1.0
Kenner,1,1.0,2018-12-30,1.0
KissManga,1,1.0,2018-12-30,1.0
Kraken,1,1.0,2018-12-30,1.0
Krypto,1,1.0,2018-12-30,1.0
LATprinters,1,1.0,2018-12-30,1.0
LockCrypt,1,1.0,2018-12-30,1.0
Machina,1,1.0,2018-12-30,1.0
Magecart,1,1.0,2018-12-30,1.0
MailSpam,1,1.0,2018-12-30,1.0
Mailbomber,1,1.0,2018-12-30,1.0
MalDozer,1,1.0,2018-12-30,1.0
Malspam,1,1.0,2018-12-30,1.0
Malviya,1,1.0,2018-12-30,1.0
MartyMcFly,1,1.0,2018-12-30,1.0
Matrac,1,1.0,2018-12-30,1.0
Mimikatz,1,1.0,2018-12-30,1.0
Mmmm,1,1.0,2018-12-30,1.0
MobileBomb,1,1.0,2018-12-30,1.0
Mobware,1,1.0,2018-12-30,1.0
Mueller,1,1.0,2018-12-30,1.0
NewsFeed,1,1.0,2018-12-30,1.0
Octavia,1,1.0,2018-12-30,1.0
Offizialsprinzip,1,1.0,2018-12-30,1.0
Project57,1,1.0,2018-12-30,1.0
Publishi,1,1.0,2018-12-30,1.0
Ramnit,1,1.0,2018-12-30,1.0
Relevante,1,1.0,2018-12-30,1.0
RiskTool,1,1.0,2018-12-30,1.0
Samsam,1,1.0,2018-12-30,1.0
Satya,1,1.0,2018-12-30,1.0
Sorebrect,1,1.0,2018-12-30,1.0
StorageCrypt,1,1.0,2018-12-30,1.0
Stuxnet,1,1.0,2018-12-30,1.0
Susteren,1,1.0,2018-12-30,1.0
Synflood,1,1.0,2018-12-30,1.0
Terrance,1,1.0,2018-12-30,1.0
TheStacksCat,1,1.0,2018-12-30,1.0
Traning,1,1.0,2018-12-30,1.0
Troldesh,1,1.0,2018-12-30,1.0
Unfotunately,1,1.0,2018-12-30,1.0
Venneti,1,1.0,2018-12-30,1.0
Whoaaa,1,1.0,2018-12-30,1.0
Yuhn,1,1.0,2018-12-30,1.0
Yuuup,1,1.0,2018-12-30,1.0
Zorin,1,1.0,2018-12-30,1.0
hExpKey,1,1.0,2018-12-30,1.0
4Chan,1,0.0,2018-12-30,0.0
Aadhaar,1,0.0,2018-12-30,0.0
Ahhhh,1,0.0,2018-12-30,0.0
Ambot,1,0.0,2018-12-30,0.0
AmeriBot,1,0.0,2018-12-30,0.0
AppEsteem,1,0.0,2018-12-30,0.2
AppleID,1,0.0,2018-12-30,0.0
Argh,1,0.0,2018-12-30,0.0
Balitmore,1,0.0,2018-12-30,0.0
Berko,1,0.0,2018-12-30,0.0
Biohacker,1,0.0,2018-12-30,0.0
Boynton,1,0.0,2018-12-30,0.0
Carlton,1,0.0,2018-12-30,0.0
Citibank,1,0.0,2018-12-30,0.0
ClamXAV,1,0.0,2018-12-30,0.0
Coindoo,1,0.0,2018-12-30,0.0
CoolStar,1,0.0,2018-12-30,0.0
Coolstar,1,0.0,2018-12-30,0.0
Craigslist,1,0.0,2018-12-30,0.0
Cringeworthy,1,0.0,2018-12-30,0.0
Cryptocoin,1,0.0,2018-12-30,0.0
Dave,1,0.0,2018-12-30,0.0
DecSecOps,1,0.0,2018-12-30,0.0
DeepT,1,0.0,2018-12-30,0.0
Didja,1,0.0,2018-12-30,0.0
Dimitris,1,0.0,2018-12-30,0.0
DockingProviderDLLs,1,0.0,2018-12-30,0.0
Dougie,1,0.0,2018-12-30,0.0
Enivr0,1,0.0,2018-12-30,0.0
Equifax,1,0.0,2018-12-30,0.0
Fantasyland,1,0.0,2018-12-30,0.0
Felix,1,0.0,2018-12-30,0.0
GRUGreyEnergy,1,0.0,2018-12-30,0.0
Grammarly,1,0.0,2018-12-30,0.0
Greta,1,0.0,2018-12-30,0.0
Hack3rCon,1,0.0,2018-12-30,0.0
Inghram,1,0.0,2018-12-30,0.0
Instahost,1,0.0,2018-12-30,0.0
Joxean,1,0.0,2018-12-30,0.0
Juan,1,0.0,2018-12-30,0.0
Kong,1,0.0,2018-12-30,0.0
Koret,1,0.0,2018-12-30,0.0
KringleCon,1,0.0,2018-12-30,0.0
Krovich,1,0.0,2018-12-30,0.0
Lazarous,1,0.0,2018-12-30,0.0
Lenovo,1,0.0,2018-12-30,0.0
MLaware,1,0.0,2018-12-30,0.0
MLware,1,0.0,2018-12-30,0.0
MONmodi,1,0.0,2018-12-30,0.0
Malnati,1,0.0,2018-12-30,0.0
Mamiit,1,0.0,2018-12-30,0.0
Maniatis,1,0.0,2018-12-30,0.0
Marriott,1,0.0,2018-12-30,0.0
MeriTalk,1,0.0,2018-12-30,0.0
Mickyj,1,0.0,2018-12-30,0.0
Monde,1,0.0,2018-12-30,0.0
NetWitness,1,0.0,2018-12-30,0.0
Nexstar,1,0.0,2018-12-30,0.0
PhoneHack,1,0.0,2018-12-30,0.0
Phrozen,1,0.0,2018-12-30,0.0
Plaform,1,0.0,2018-12-30,0.0
Pointnext,1,0.0,2018-12-30,0.0
PrivacyPC,1,0.0,2018-12-30,0.0
ProQuest,1,0.0,2018-12-30,0.0
Putinites,1,0.0,2018-12-30,0.0
Rabbot,1,0.0,2018-12-30,0.0
RemoveWAT,1,0.0,2018-12-30,0.0
RiskIQ,1,0.0,2018-12-30,0.0
SecureWV,1,0.0,2018-12-30,0.0
Segundo,1,0.0,2018-12-30,0.0
Shodan,1,0.0,2018-12-30,0.0
Simba,1,0.0,2018-12-30,0.0
Softwar,1,0.0,2018-12-30,0.0
StemmerDLLPathOverride,1,0.0,2018-12-30,0.0
Steve,1,0.0,2018-12-30,0.0
Sustes,1,0.0,2018-12-30,0.0
TagDiv,1,0.0,2018-12-30,0.0
TechGYO,1,0.0,2018-12-30,0.0
TechSpot,1,0.0,2018-12-30,0.0
TechTalks,1,0.0,2018-12-30,0.0
Trumpers,1,0.0,2018-12-30,0.0
USGovt,1,0.0,2018-12-30,0.0
UltimateMember,1,0.0,2018-12-30,0.0
Upto,1,0.0,2018-12-30,0.0
Vira,1,0.0,2018-12-30,0.0
Vladimir,1,0.0,2018-12-30,0.0
WBDLLPathOverride,1,0.0,2018-12-30,0.0
WOWWowwow,1,0.0,2018-12-30,0.0
Whitehat,1,0.0,2018-12-30,0.0
Yuba,1,0.0,2018-12-30,0.0
Zayn,1,0.0,2018-12-30,0.0
Zuck,1,0.0,2018-12-30,0.0
faceRecognition,1,0.0,2018-12-30,0.0
Ryuk,115,1.0,2018-12-31,1.0
Diego,29,0.7931034482758621,2018-12-31,0.6268656716417911
Roma225,26,1.0,2018-12-31,1.0
Fileless,8,1.0,2018-12-31,1.0
VPNFilter,7,1.0,2018-12-31,1.0
Mirai,5,1.0,2018-12-31,1.0
JungleSec,4,1.0,2018-12-31,1.0
Shamoon,4,1.0,2018-12-31,1.0
Alan47248180,4,0.0,2018-12-31,0.0
JacobSm02789157,4,0.0,2018-12-31,0.0
Emotet,3,1.0,2018-12-31,1.0
SamSam,3,1.0,2018-12-31,1.0
Courant,3,0.3333333333333333,2018-12-31,0.2
DreamPort,3,0.0,2018-12-31,0.0
Norton,3,0.0,2018-12-31,0.0
Redmi,3,0.0,2018-12-31,0.0
Alessandro,2,1.0,2018-12-31,1.0
AppEsteem,2,1.0,2018-12-31,0.42857142857142855
Bambam,2,1.0,2018-12-31,1.0
GandCrab,2,1.0,2018-12-31,1.0
Marriot,2,1.0,2018-12-31,1.0
Nudgema,2,1.0,2018-12-31,1.0
Petya,2,1.0,2018-12-31,1.0
Spadafora,2,1.0,2018-12-31,1.0
Troldesh,2,1.0,2018-12-31,1.0
WannaCry,2,1.0,2018-12-31,1.0
Wannacry,2,1.0,2018-12-31,1.0
aiMSSP,2,1.0,2018-12-31,1.0
aiSIEM,2,1.0,2018-12-31,1.0
Breitbart,2,0.5,2018-12-31,0.5
GreyEnergy,2,0.5,2018-12-31,0.5
Cryptocoin,2,0.0,2018-12-31,0.0
Eggman,2,0.0,2018-12-31,0.0
Gase,2,0.0,2018-12-31,0.0
Giuliani,2,0.0,2018-12-31,0.0
Jazan,2,0.0,2018-12-31,0.0
Marriott,2,0.0,2018-12-31,0.0
Proactively,2,0.0,2018-12-31,0.0
Savarkar,2,0.0,2018-12-31,0.0
Shiong,2,0.0,2018-12-31,0.0
SiliconANGLE,2,0.0,2018-12-31,0.0
Zenis,2,0.0,2018-12-31,0.0
cWatch,2,0.0,2018-12-31,0.0
Acnuz,1,1.0,2018-12-31,1.0
Airgapping,1,1.0,2018-12-31,1.0
BSODs,1,1.0,2018-12-31,1.0
BitPaymer,1,1.0,2018-12-31,1.0
BotSinLey,1,1.0,2018-12-31,1.0
Brian,1,1.0,2018-12-31,1.0
Carlton,1,1.0,2018-12-31,0.5
CryptExportKey,1,1.0,2018-12-31,1.0
CySA,1,1.0,2018-12-31,1.0
Davey,1,1.0,2018-12-31,1.0
Demeto,1,1.0,2018-12-31,1.0
DepositFiles,1,1.0,2018-12-31,1.0
Disrputed,1,1.0,2018-12-31,1.0
Donnell,1,1.0,2018-12-31,1.0
Doon,1,1.0,2018-12-31,1.0
Eatun,1,1.0,2018-12-31,1.0
Elephantosis,1,1.0,2018-12-31,1.0
Everibody,1,1.0,2018-12-31,1.0
FilesLocker,1,1.0,2018-12-31,1.0
Getty,1,1.0,2018-12-31,1.0
Groul,1,1.0,2018-12-31,1.0
HBGary,1,1.0,2018-12-31,1.0
HotHardware,1,1.0,2018-12-31,1.0
IRCBot,1,1.0,2018-12-31,1.0
InfoSecBot,1,1.0,2018-12-31,1.0
Innsmouth,1,1.0,2018-12-31,1.0
Kuala,1,1.0,2018-12-31,1.0
Lindsey,1,1.0,2018-12-31,1.0
LockCrypt,1,1.0,2018-12-31,1.0
MacRansom,1,1.0,2018-12-31,1.0
Macken,1,1.0,2018-12-31,1.0
MailSpam,1,1.0,2018-12-31,1.0
MalDozer,1,1.0,2018-12-31,1.0
MalHide,1,1.0,2018-12-31,1.0
Maldoc,1,1.0,2018-12-31,1.0
Michal,1,1.0,2018-12-31,1.0
Mordor,1,1.0,2018-12-31,1.0
Mylobot,1,1.0,2018-12-31,1.0
Newpapers,1,1.0,2018-12-31,1.0
Newsweek,1,1.0,2018-12-31,1.0
NotPetya,1,1.0,2018-12-31,1.0
PSCrypt,1,1.0,2018-12-31,1.0
Parkroyal,1,1.0,2018-12-31,1.0
PlayerUnknown,1,1.0,2018-12-31,1.0
Poslusny,1,1.0,2018-12-31,1.0
Project57,1,1.0,2018-12-31,1.0
Pytest,1,1.0,2018-12-31,1.0
Quora,1,1.0,2018-12-31,1.0
Ramnit,1,1.0,2018-12-31,1.0
Repubes,1,1.0,2018-12-31,1.0
Sigs,1,1.0,2018-12-31,1.0
Soicy,1,1.0,2018-12-31,1.0
Sooo,1,1.0,2018-12-31,1.0
Sorebrect,1,1.0,2018-12-31,1.0
Spatic,1,1.0,2018-12-31,1.0
Stelter,1,1.0,2018-12-31,1.0
StorageCrypt,1,1.0,2018-12-31,1.0
Stuxnet,1,1.0,2018-12-31,1.0
Suizou,1,1.0,2018-12-31,1.0
SystemsProduction,1,1.0,2018-12-31,1.0
TLevel,1,1.0,2018-12-31,1.0
Tabetai,1,1.0,2018-12-31,1.0
Torc,1,1.0,2018-12-31,1.0
VChip,1,1.0,2018-12-31,1.0
Ventura,1,1.0,2018-12-31,0.3333333333333333
Vicha,1,1.0,2018-12-31,1.0
Winamp,1,1.0,2018-12-31,1.0
XCodeGhost,1,1.0,2018-12-31,1.0
hExpKey,1,1.0,2018-12-31,1.0
putr4XtReme,1,1.0,2018-12-31,1.0
AccuWeather,1,0.0,2018-12-31,0.0
Aguesta,1,0.0,2018-12-31,0.0
Alphonse,1,0.0,2018-12-31,0.0
Alredy,1,0.0,2018-12-31,0.0
Anita,1,0.0,2018-12-31,0.0
Aviv,1,0.0,2018-12-31,0.0
BSides,1,0.0,2018-12-31,0.0
CTFs,1,0.0,2018-12-31,0.0
Catalin,1,0.0,2018-12-31,0.0
Chkrootkit,1,0.0,2018-12-31,0.0
Cirlig,1,0.0,2018-12-31,0.0
ConnectWise,1,0.0,2018-12-31,0.0
Crimeware,1,0.0,2018-12-31,0.0
CryptoVirus,1,0.0,2018-12-31,0.0
CynergisTek,1,0.0,2018-12-31,0.0
Databrawl,1,0.0,2018-12-31,0.0
DeepMasterPrints,1,0.0,2018-12-31,0.0
Doralt,1,0.0,2018-12-31,0.0
EdTech,1,0.0,2018-12-31,0.0
Elderwood,1,0.0,2018-12-31,0.0
ElixirDaze,1,0.0,2018-12-31,0.0
Emulat,1,0.0,2018-12-31,0.0
Excusses,1,0.0,2018-12-31,0.0
Experian,1,0.0,2018-12-31,0.0
Farsight,1,0.0,2018-12-31,0.0
Finra,1,0.0,2018-12-31,0.0
Fintech,1,0.0,2018-12-31,0.0
Firefox,1,0.0,2018-12-31,0.0
Floyd,1,0.0,2018-12-31,0.0
Forbes,1,0.0,2018-12-31,0.14285714285714285
Friedrich,1,0.0,2018-12-31,0.0
Fujitsu,1,0.0,2018-12-31,0.0
GIFs,1,0.0,2018-12-31,0.0
Gautrain,1,0.0,2018-12-31,0.0
Geez,1,0.0,2018-12-31,0.0
Gizmodo,1,0.0,2018-12-31,0.0
Helmeyer,1,0.0,2018-12-31,0.0
HitBTC,1,0.0,2018-12-31,0.0
Hostmonster,1,0.0,2018-12-31,0.0
ITSupport,1,0.0,2018-12-31,0.0
Jerusal,1,0.0,2018-12-31,0.0
Jual,1,0.0,2018-12-31,0.0
Kaviar,1,0.0,2018-12-31,0.0
Keybase,1,0.0,2018-12-31,0.0
Kimi,1,0.0,2018-12-31,0.0
Kong,1,0.0,2018-12-31,0.0
Lageh,1,0.0,2018-12-31,0.0
Law360,1,0.0,2018-12-31,0.0
LifeBridge,1,0.0,2018-12-31,0.0
Lifebridge,1,0.0,2018-12-31,0.0
Listicals,1,0.0,2018-12-31,0.0
Lobo,1,0.0,2018-12-31,0.0
Lumpur,1,0.0,2018-12-31,0.0
MBMBaM,1,0.0,2018-12-31,0.0
Mancave,1,0.0,2018-12-31,0.0
McAffee,1,0.0,2018-12-31,0.0
McNew,1,0.0,2018-12-31,0.0
Menlo,1,0.0,2018-12-31,0.0
Miguel,1,0.0,2018-12-31,0.0
Moree,1,0.0,2018-12-31,0.0
Moskowitz,1,0.0,2018-12-31,0.0
MovieWeb,1,0.0,2018-12-31,0.0
Nicole,1,0.0,2018-12-31,0.0
Nintendo,1,0.0,2018-12-31,0.6666666666666666
Nonton,1,0.0,2018-12-31,0.0
NorK,1,0.0,2018-12-31,0.0
Northwind,1,0.0,2018-12-31,0.0
OSweep,1,0.0,2018-12-31,0.0
OffensiveSecurity,1,0.0,2018-12-31,0.0
Osquery,1,0.0,2018-12-31,0.0
Parkour,1,0.0,2018-12-31,0.0
Perlroth,1,0.0,2018-12-31,0.0
Phares,1,0.0,2018-12-31,0.0
Physorg,1,0.0,2018-12-31,0.0
Pokemon,1,0.0,2018-12-31,0.0
Pragathi,1,0.0,2018-12-31,0.0
Predictions2019,1,0.0,2018-12-31,0.0
Protenus,1,0.0,2018-12-31,0.0
Ramiro,1,0.0,2018-12-31,0.0
RiskIQ,1,0.0,2018-12-31,0.0
Rudy,1,0.0,2018-12-31,0.0
RunSafe,1,0.0,2018-12-31,0.0
Sambit,1,0.0,2018-12-31,0.0
Savia,1,0.0,2018-12-31,0.0
Shodan,1,0.0,2018-12-31,0.0
SkyMall,1,0.0,2018-12-31,0.0
SlideShare,1,0.0,2018-12-31,0.0
Splunk,1,0.0,2018-12-31,0.0
Stalkerware,1,0.0,2018-12-31,0.0
TagDiv,1,0.0,2018-12-31,0.0
Tamagotchi,1,0.0,2018-12-31,0.0
TechSpot,1,0.0,2018-12-31,0.0
Telecompetitor,1,0.0,2018-12-31,0.0
TimpDoor,1,0.0,2018-12-31,0.0
Tokopedia,1,0.0,2018-12-31,0.0
TouchPal,1,0.0,2018-12-31,0.0
URIs,1,0.0,2018-12-31,0.0
UberEats,1,0.0,2018-12-31,0.0
UltimateMember,1,0.0,2018-12-31,0.0
Upto,1,0.0,2018-12-31,0.0
VladZamfir,1,0.0,2018-12-31,0.0
Vunerability,1,0.0,2018-12-31,0.0
Walid,1,0.0,2018-12-31,0.0
WebInjects,1,0.0,2018-12-31,0.0
WonderFox,1,0.0,2018-12-31,0.0
Woodberg,1,0.0,2018-12-31,0.0
Xorist,1,0.0,2018-12-31,0.0
Yandex,1,0.0,2018-12-31,0.0
eAlert,1,0.0,2018-12-31,0.0
hBlock,1,0.0,2018-12-31,0.0
Ryuk,57,1.0,2019-01-01,1.0
Emotet,10,1.0,2019-01-01,1.0
WannaCry,6,1.0,2019-01-01,1.0
Fileless,4,1.0,2019-01-01,1.0
Mirai,3,1.0,2019-01-01,1.0
SamSam,3,1.0,2019-01-01,1.0
